"name","mean_degree","mean_betweenness","n_individual_projects","unique_partners","first_year","last_year","n_buildings","объект.культурного.наследия.регионального.значения","выявленный.объект.культурного.наследия","объект.культурного.наследия.федерального.значения","total","full_name","birth","death","birth_year","leningrad_authors_n_mentions","leningrad_authors_normalized_score","leningrad_authors_mean_order","leningrad_discussed_mentions","leningrad_discussed_normalized_score","leningrad_discussed_mean_order","studio1936","studio_head1936","board_member1940","board_member1945","constr_birth","year_checked","pre_revolution","constructivist","age_1917","age_1940","degree1940","betweenness1940"
"Друкер А. В.",0.540540540540541,0,6,2,1884,1911,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1844,"no",1,0,73,96,NA,NA
"Шестаков С. О.",0.540540540540541,0,6,2,1890,1917,2,0,0,0,0,"Шестаков Сергей Николаевич","1830","04.02.1882",1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,"yes",1,0,87,110,NA,NA
"Потапов В. А.",0.566037735849057,0,3,3,1910,1953,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872,"no",1,1,45,68,NA,NA
"Гоголицын А. П.",0.588235294117647,0,NA,2,1914,1938,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1874,"no",1,1,43,66,1,0
"Левенштерн Э. К.",0.606060606060606,0,NA,1,1891,1914,NA,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,"no",1,0,67,90,NA,NA
"Соколов А. М.",0.606060606060606,0,NA,2,1932,1955,2,1,0,0,1,NA,NA,NA,NA,3,0.19,4.67,NA,NA,NA,NA,NA,NA,1,1900,"no",0,1,17,40,1,0
"Калиновский Е. П.",0.606060606060606,0,1,1,1891,1914,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,"no",1,0,67,90,NA,NA
"Миритц Ф. Ф.",0.621621621621622,0,1,1,1881,1908,6,0,8,0,8,"Миритц Федор Федорович","1863","1916",1863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863,"yes",1,0,54,77,NA,NA
"Вейс В. К.",0.645161290322581,0,7,2,1887,1908,2,0,0,0,0,"Вейс Василий Константинович","1862","1930",1862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,"yes",1,0,55,78,NA,NA
"Шестов П. И.",0.652173913043478,0.267441860465116,2,3,1881,1917,3,0,0,0,0,"Шестов Петр Иванович","1847","1914",1847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1847,"yes",1,0,70,93,NA,NA
"Ланге М. Ф.",0.689655172413793,0,8,2,1885,1904,2,0,0,0,0,"Ланге Модест Фердинандович","1861","1913",1861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,"yes",1,0,56,79,NA,NA
"Монтандр Н. Ф.",0.697674418604651,0,1,3,1882,1915,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1842,"no",1,0,75,98,NA,NA
"Барановский Г. В.",0.731707317073171,0,7,3,1884,1915,5,0,0,1,1,"Барановский Гавриил Васильевич","06.04.1860","28.06.1920",1860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860,"yes",1,0,57,80,NA,NA
"Фурман Б. Е.",0.740740740740741,0,7,2,1886,1903,2,0,0,0,0,"Фурман Борис Егорович","1850","1917",1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,"yes",1,0,67,90,NA,NA
"Проскурнин Н. М.",0.740740740740741,0,NA,2,1897,1914,2,0,0,0,0,"Проскурнин Николай Михайлович","15.11.1863","1942",1863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863,"yes",1,0,54,77,NA,NA
"Курзанов В. Р.",0.75,0,11,2,1880,1898,3,0,0,0,0,"Курзанов Владимир Родионович","1845","1913",1845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1845,"yes",1,0,72,95,NA,NA
"Тибо-Бриньоль О. И.",0.769230769230769,0,1,2,1883,1899,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843,"no",1,0,74,97,NA,NA
"Шишко Л. П.",0.769230769230769,0,11,2,1887,1903,2,1,0,0,1,"Шишко Лев Петрович","1872","1943",1872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843,"no",1,0,74,97,NA,NA
"Курицын В. Н.",0.8,0,NA,2,1899,1914,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,"no",1,0,56,79,NA,NA
"Павлов Е. С.",0.8,0,NA,2,1898,1913,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860,"no",1,0,57,80,NA,NA
"Подбереский Н. Л.",0.8,0,NA,4,1906,1956,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"no",1,1,49,72,NA,NA
"Дементьев В. М.",0.823529411764706,0,NA,2,1949,1962,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912,"no",0,0,5,28,NA,NA
"Герасимов И. И.",0.825,0.0813953488372093,NA,2,1881,1911,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1841,"no",1,0,76,99,NA,NA
"Гельфрейх В. Г.",0.825,0,NA,3,1926,1963,9,0,0,0,0,"Гельфрейх Владимир Георгиевич","24.03.1885","07.08.1967",1885,1,0.06,1,NA,NA,NA,NA,NA,NA,NA,1885,"yes",0,1,32,55,NA,NA
"Купинский П. С.",0.833333333333333,0,2,2,1888,1902,3,1,0,0,1,"Купинский Петр Станиславович","1838","1923",1838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1838,"yes",1,0,79,102,NA,NA
"Лаговский М. М.",0.833333333333333,0,3,2,1885,1899,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1845,"no",1,0,72,95,NA,NA
"Носалевич А. И.",0.833333333333333,0,8,2,1891,1905,2,0,0,0,0,"Носалевич Антоний Иванович","1867","1930",1867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867,"yes",1,0,50,73,NA,NA
"Баранкеев С. А.",0.833333333333333,0,29,2,1886,1900,2,0,0,0,0,"Баранкеев Сергей Александрович","1854","1917",1854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1854,"yes",1,0,63,86,NA,NA
"Гевирц Я. Г.",0.857142857142857,0,10,3,1911,1936,3,0,0,0,0,"Гевирц Яков Германович","1879","1942",1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1879,"yes",1,1,38,61,2,0
"Васильев А. В.",0.868852459016393,63.4388215751417,5,6,1905,1960,6,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"no",1,1,48,71,NA,NA
"Бикарюков Е. С.",0.869565217391304,0,10,2,1897,1910,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1859,"no",1,0,58,81,NA,NA
"Шрётер Л. Л.",0.892857142857143,24.5884699052278,3,6,1910,1959,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872,"no",1,1,45,68,NA,NA
"Овчинников В. Ф.",0.896551724137931,0,1,3,1937,1958,3,0,0,0,0,"Овчинников Владимир Федорович","1890","1973",1890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890,"yes",0,0,27,50,1,0
"Ниман К. И.",0.909090909090909,0,2,2,1898,1910,2,1,0,0,1,"Ниман Константин Иванович","1854",NA,1854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1854,"yes",1,0,63,86,NA,NA
"Берзен Р. А.",0.909090909090909,0,8,2,1902,1914,2,0,1,0,1,"Берзен Рихард Андреевич","1868","1958",1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"yes",1,0,49,72,NA,NA
"Мошинский И. Ю.",0.909090909090909,0,6,2,1885,1897,3,0,0,0,0,"Мошинский Иосиф Юлианович","1860","1914",1860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860,"yes",1,0,57,80,NA,NA
"Морозов Е. Л.",0.909090909090909,0,2,2,1894,1906,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1853,"no",1,0,64,87,NA,NA
"Петров В. А.",0.909090909090909,0,1,2,1944,1956,2,0,0,0,0,"Петров Василий Александрович","31.03.1916","1992",1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,"yes",0,0,1,24,NA,NA
"Гиргенсон Г. О.",0.928571428571429,0,5,2,1895,1913,4,0,3,0,3,"Гиргенсон Гуго Оттонович","1868","1949",1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"yes",1,0,49,72,NA,NA
"Косвен Л. С.",0.928571428571429,14.340180878553,2,6,1938,1964,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2nd studio",0,NA,NA,1901,"no",0,0,16,39,1,0
"Кочетов А. М.",0.952380952380952,0,3,2,1892,1903,2,0,0,0,0,"Кочетов Александр Мстиславович","1861","1912",1861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,"yes",1,0,56,79,NA,NA
"Леви З. Я.",0.952380952380952,0,NA,2,1899,1910,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,"no",1,0,56,79,NA,NA
"Правдзик Б. К.",0.952380952380952,0,NA,1,1900,1911,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,"no",1,0,55,78,NA,NA
"Долгинов И. И.",0.952380952380952,0,11,2,1904,1915,2,0,0,0,0,"Долгинов Иосиф Исаевич (Исаакович)","1872","1943",1872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872,"yes",1,0,45,68,NA,NA
"Миллер Ф. Л.",0.967741935483871,0,7,2,1889,1910,3,0,0,1,1,"Миллер Фердинанд Логинович","1832","1900",1832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1832,"yes",1,0,85,108,NA,NA
"Косяков Вл. А.",0.970588235294118,0,NA,3,1890,1914,4,1,0,0,1,"Косяков Владимир Антонович","1866","1922",1866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866,"yes",1,0,51,74,NA,NA
"Гронвальд А. Г.",1,0,NA,1,1880,1881,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1840,"no",1,0,77,100,NA,NA
"Красовский А. Ф.",1,0,17,1,1880,1881,2,0,0,1,1,"Красовский Александр Федорович","24.07.1848","17.12.1918",1848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1848,"yes",1,0,69,92,NA,NA
"Юргенс Э. Г.",1,0,NA,2,1880,1890,2,0,1,0,1,"Юргенс Эммануил Густавович","1827","1880",1827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1827,"yes",1,0,90,113,NA,NA
"Николя В. В.",1,0,1,1,1882,1882,1,0,0,0,0,"Николя Владимир Владимирович","1852","27.12.1901",1852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,"yes",1,0,65,88,NA,NA
"Эстеррейх В. Ф.",1,0,NA,1,1883,1883,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843,"no",1,0,74,97,NA,NA
"Иорс И. Н.",1,0,13,1,1883,1883,1,0,0,0,0,"Иорс Иван Николаевич","1841","1902",1841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1841,"yes",1,0,76,99,NA,NA
"Трифанов П. П.",1,0,2,1,1884,1884,1,0,1,0,1,"Трифанов Петр Павлович","1860",NA,1860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860,"yes",1,0,57,80,NA,NA
"Бруни А. К.",1,0,4,1,1884,1884,3,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1844,"no",1,0,73,96,NA,NA
"Покотилов Д. В.",1,0,1,1,1884,1884,1,0,0,0,0,"Покотилов Дмитрий Викторович","1842","1899",1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1842,"yes",1,0,75,98,NA,NA
"Мартынов Е. И.",1,0,NA,1,1885,1885,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1845,"no",1,0,72,95,NA,NA
"Пуншель Ф. К.",1,0,2,1,1885,1885,1,0,0,0,0,"Пуншель Федор Карлович","1821","1893",1821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1821,"yes",1,0,96,119,NA,NA
"Тацки Х. Х.",1,0,13,1,1885,1885,1,0,0,0,0,"Тацки Христиан Христианович","1833","1900",1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1833,"yes",1,0,84,107,NA,NA
"Тургенев В. Г.",1,0,2,1,1885,1885,1,1,0,0,1,"Тургенев Василий Григорьевич","1842","1893",1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1842,"yes",1,0,75,98,NA,NA
"Гемилиан А. П.",1,0,NA,1,1886,1886,1,0,0,0,0,"Гемилиан Александр Петрович","1811","1881",1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1811,"yes",1,0,106,129,NA,NA
"Карпов Г. И.",1,0,7,1,1886,1886,1,0,1,0,1,"Карпов Григорий Иванович","1824","1900",1824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1824,"yes",1,0,93,116,NA,NA
"Зайцев Д. Д.",1,0,2,1,1886,1886,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1842,"no",1,0,75,98,NA,NA
"Павловский А. К.",1,0,3,1,1887,1887,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843,"no",1,0,74,97,NA,NA
"Степанов А. А.",1,0,4,1,1887,1887,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843,"no",1,0,74,97,NA,NA
"Высоцкий Н. П.",1,0,1,1,1888,1888,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1844,"no",1,0,73,96,NA,NA
"Кольб А. Х.",1,0,NA,1,1891,1891,1,0,0,0,0,"Кольб Александр Христофорович","1819","1887",1819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1819,"yes",1,0,98,121,NA,NA
"Фрейберг В. И.",1,0,1,1,1891,1891,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,"no",1,0,67,90,NA,NA
"Рейнер Ю.",1,0,NA,1,1891,1891,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,"no",1,0,67,90,NA,NA
"Титов В. О.",1,0,NA,1,1892,1892,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1851,"no",1,0,66,89,NA,NA
"Воеводский В. Г.",1,0,NA,1,1892,1892,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1851,"no",1,0,66,89,NA,NA
"Куторих",1,0,NA,1,1894,1894,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1853,"no",1,0,64,87,NA,NA
"Донченко А. Д.",1,0,2,1,1894,1894,1,0,0,0,0,"Донченко Александр Дмитриевич","1863","1916",1863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863,"yes",1,0,54,77,NA,NA
"Тейхман О. К.",1,0,NA,1,1894,1894,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1853,"no",1,0,64,87,NA,NA
"Салько Н. М.",1,0,1,1,1895,1895,2,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1854,"no",1,0,63,86,NA,NA
"Кудинов А. С.",1,0,NA,1,1896,1896,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1858,"no",1,0,59,82,NA,NA
"Алиш П. В.",1,0,NA,1,1896,1896,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1858,"no",1,0,59,82,NA,NA
"Видов А. Ф.",1,0,6,1,1897,1897,1,0,0,0,0,"Видов Александр Фомич","1829","1896",1829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1829,"yes",1,0,88,111,NA,NA
"Ткаченко А.",1,0,NA,1,1897,1897,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1859,"no",1,0,58,81,NA,NA
"Веретенников А. Н.",1,0,4,2,1898,1908,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860,"no",1,0,57,80,NA,NA
"Викторов К. И.",1,0,1,1,1899,1899,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,"no",1,0,56,79,NA,NA
"Кузнецов А. И.",1,0,NA,1,1899,1899,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,"no",1,0,56,79,NA,NA
"Гольдберг Э. В.",1,0,1,1,1900,1900,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,"no",1,0,55,78,NA,NA
"Шлупп И. Ф.",1,0,NA,1,1900,1900,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,"no",1,0,55,78,NA,NA
"Быковский А. В.",1,0,NA,1,1900,1900,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,"no",1,0,55,78,NA,NA
"Альтман К. Ф.",1,0,1,1,1900,1900,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,"no",1,0,55,78,NA,NA
"Коковцев И. Н.",1,0,1,1,1900,1900,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,"no",1,0,55,78,NA,NA
"Рошефор де Н. И.",1,0,NA,1,1901,1901,3,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1865,"no",1,0,52,75,NA,NA
"Померанцев А. Н.",1,0,2,1,1901,1901,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1865,"no",1,0,52,75,NA,NA
"Вендрамини Л. Ф.",1,0,NA,1,1902,1902,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866,"no",1,0,51,74,NA,NA
"Никифоров К. И.",1,0,7,1,1902,1902,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866,"no",1,0,51,74,NA,NA
"Ревишвили Л.",1,0,NA,1,1902,1902,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866,"no",1,0,51,74,NA,NA
"Гулин А. С.",1,0,5,1,1902,1902,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866,"no",1,0,51,74,NA,NA
"Балинский А. И.",1,0,1,1,1902,1902,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866,"no",1,0,51,74,NA,NA
"Воротилов Е. С.",1,0,2,1,1902,1902,1,1,0,0,1,"Воротилов Евграф Сергеевич","1836","1910",1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1836,"yes",1,0,81,104,NA,NA
"Овсянников С. Ф.",1,0,NA,1,1902,1902,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866,"no",1,0,51,74,NA,NA
"Лядов К. В.",1,0,1,1,1903,1903,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867,"no",1,0,50,73,NA,NA
"Гартман Вл. А.",1,0,4,1,1903,1903,1,0,0,0,0,"Гартман Владимир Александрович","1873",NA,1873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"yes",1,0,44,67,NA,NA
"Лучинский В. А.",1,0,3,1,1903,1903,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867,"no",1,0,50,73,NA,NA
"Ширшов П. И.",1,0,NA,1,1904,1904,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"no",1,0,49,72,NA,NA
"Калиберда И. Б.",1,0,4,1,1904,1904,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"no",1,0,49,72,NA,NA
"Бальди К. В.",1,0,9,1,1904,1904,1,0,0,0,0,"Бальди Карл Валерианович","1861","1921",1861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,"yes",1,0,56,79,NA,NA
"Дрягин Н. А.",1,0,10,1,1904,1904,1,0,0,0,0,"Дрягин Николай Александрович","1870","1935",1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,"yes",1,0,47,70,NA,NA
"Бочаров В. В.",1,0,NA,1,1904,1904,8,6,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"no",1,0,49,72,NA,NA
"Андреев С. И.",1,0,8,1,1904,1904,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"no",1,0,49,72,NA,NA
"Тиханов А. С.",1,0,1,1,1904,1904,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"no",1,0,49,72,NA,NA
"Монтаг А. К.",1,0,3,1,1905,1905,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"no",1,0,48,71,NA,NA
"Афанасьев А. Ф.",1,0,NA,1,1905,1905,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"no",1,0,48,71,NA,NA
"Замараев П. Л.",1,0,NA,1,1905,1905,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"no",1,0,48,71,NA,NA
"Козловский В. А.",1,0,NA,1,1906,1906,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"no",1,0,49,72,NA,NA
"Тилинский А. И.",1,0,1,1,1906,1906,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"no",1,0,49,72,NA,NA
"Парланд А. А.",1,0,1,1,1907,1907,1,0,0,1,1,"Парланд Альфред Александрович","12.12.1842","1919",1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1842,"yes",1,0,75,98,NA,NA
"Гусев В. В.",1,0,2,1,1907,1907,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"no",1,0,48,71,NA,NA
"Каценеленбоген Н. Д.",1,0,13,1,1908,1908,1,0,1,0,1,"Каценеленбоген Николай Давидович","1879","1943",1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1879,"yes",1,0,38,61,NA,NA
"Потехин Н. И.",1,0,NA,1,1908,1908,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,"no",1,0,47,70,NA,NA
"Бертельс А. А.",1,0,6,1,1908,1908,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,"no",1,0,47,70,NA,NA
"Кох Г. А.",1,0,NA,1,1910,1910,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872,"no",1,0,45,68,NA,NA
"Прянишников Н. К.",1,0,2,1,1910,1910,1,0,0,0,0,"Прянишников Николай Кузьмич","1881","1960",1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1881,"yes",1,0,36,59,NA,NA
"Серк Л. А.",1,0,1,1,1910,1910,1,0,0,0,0,"Серк Лео Акселевич","29.10.1882","06.07.1954",1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1882,"yes",1,0,35,58,NA,NA
"Пель А. Ф.",1,0,2,1,1911,1911,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871,"no",1,0,46,69,NA,NA
"Гиршсон Г. А.",1,0,NA,1,1911,1911,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871,"no",1,0,46,69,NA,NA
"Бургазлиев И. И.",1,0,3,1,1911,1911,1,1,0,0,1,"Бургазлиев Иван Ильич","1871","1942",1871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871,"yes",1,0,46,69,NA,NA
"Дальберг А. Д.",1,0,NA,1,1912,1912,1,0,1,0,1,"Дальберг Александр Дидрихович","1876",NA,1876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1876,"yes",1,0,41,64,NA,NA
"Захаров Н. Л.",1,0,4,1,1912,1912,1,0,0,0,0,"Захаров Николай Леонидович","1881","1922",1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1881,"yes",1,0,36,59,NA,NA
"Симонов В. Я.",1,0,2,1,1912,1912,2,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872,"no",1,0,45,68,NA,NA
"Виндельбандт В. В.",1,0,1,1,1912,1912,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872,"no",1,0,45,68,NA,NA
"Голубев Г.",1,0,NA,1,1913,1913,1,0,0,0,0,"Голубев Георгий Евгеньевич","1907","1949",1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"no",1,0,44,67,NA,NA
"Прокопович Н. Ф.",1,0,NA,1,1913,1913,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"no",1,0,44,67,NA,NA
"Теремовский В. А.",1,0,2,1,1913,1913,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"no",1,0,44,67,NA,NA
"Аристов Н. М.",1,0,8,1,1913,1913,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"no",1,0,44,67,NA,NA
"Бродский С. Г.",1,0,8,1,1913,1913,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"no",1,0,44,67,NA,NA
